location_name,abbreviation,horizon,forecast_date,target_end_date,model,quantile_0.025,quantile_0.25,quantile_0.5,quantile_0.75,quantile_0.975,quantile_0.025_rounded,quantile_0.25_rounded,quantile_0.5_rounded,quantile_0.75_rounded,quantile_0.975_rounded,forecast_team,forecast_due_date,model_full_name
Alabama,AL,0,2024-11-23,2024-11-23,CEPH-Rtrend_covid,74,97,113,131,170,74,97,113,131,170,CEPH Lab at Indiana University,2024-11-20,Rtrend COVID
Alabama,AL,1,2024-11-23,2024-11-30,CEPH-Rtrend_covid,70,105,130,161,231,70,105,130,161,231,CEPH Lab at Indiana University,2024-11-20,Rtrend COVID
Alabama,AL,2,2024-11-23,2024-12-07,CEPH-Rtrend_covid,67,111,146,192,302,67,111,146,192,302,CEPH Lab at Indiana University,2024-11-20,Rtrend COVID
Connecticut,CT,0,2024-11-23,2024-11-23,CEPH-Rtrend_covid,41,71,94,123,197,41,71,94,123,197,CEPH Lab at Indiana University,2024-11-20,Rtrend COVID
Connecticut,CT,1,2024-11-23,2024-11-30,CEPH-Rtrend_covid,28,63,94,139,272,28,63,94,139,272,CEPH Lab at Indiana University,2024-11-20,Rtrend COVID
Connecticut,CT,2,2024-11-23,2024-12-07,CEPH-Rtrend_covid,20,55,93,155,367,20,55,93,155,367,CEPH Lab at Indiana University,2024-11-20,Rtrend COVID
Hawaii,HI,0,2024-11-23,2024-11-23,CEPH-Rtrend_covid,11,16,20,26,38,11,16,20,26,38,CEPH Lab at Indiana University,2024-11-20,Rtrend COVID
Hawaii,HI,1,2024-11-23,2024-11-30,CEPH-Rtrend_covid,9,17,24,33,59,9,17,24,33,59,CEPH Lab at Indiana University,2024-11-20,Rtrend COVID
Hawaii,HI,2,2024-11-23,2024-12-07,CEPH-Rtrend_covid,8,18,28,42,85,8,18,28,42,85,CEPH Lab at Indiana University,2024-11-20,Rtrend COVID
Idaho,ID,0,2024-11-23,2024-11-23,CEPH-Rtrend_covid,9,16,22,29,46,9,16,22,29,46,CEPH Lab at Indiana University,2024-11-20,Rtrend COVID
Idaho,ID,1,2024-11-23,2024-11-30,CEPH-Rtrend_covid,6,14,22,33,66,6,14,22,33,66,CEPH Lab at Indiana University,2024-11-20,Rtrend COVID
Idaho,ID,2,2024-11-23,2024-12-07,CEPH-Rtrend_covid,4,13,22,38,88,4,13,22,38,88,CEPH Lab at Indiana University,2024-11-20,Rtrend COVID
New Mexico,NM,0,2024-11-23,2024-11-23,CEPH-Rtrend_covid,47,65,77,91,121,47,65,77,91,121,CEPH Lab at Indiana University,2024-11-20,Rtrend COVID
New Mexico,NM,1,2024-11-23,2024-11-30,CEPH-Rtrend_covid,43,67,86,109,163,43,67,86,109,163,CEPH Lab at Indiana University,2024-11-20,Rtrend COVID
New Mexico,NM,2,2024-11-23,2024-12-07,CEPH-Rtrend_covid,39,68,93,124,202,39,68,93,124,202,CEPH Lab at Indiana University,2024-11-20,Rtrend COVID
North Dakota,ND,0,2024-11-23,2024-11-23,CEPH-Rtrend_covid,3,7,10,15,28,3,7,10,15,28,CEPH Lab at Indiana University,2024-11-20,Rtrend COVID
North Dakota,ND,1,2024-11-23,2024-11-30,CEPH-Rtrend_covid,2,6,10,17,42,2,6,10,17,42,CEPH Lab at Indiana University,2024-11-20,Rtrend COVID
North Dakota,ND,2,2024-11-23,2024-12-07,CEPH-Rtrend_covid,1,4,9,19,58,1,4,9,19,58,CEPH Lab at Indiana University,2024-11-20,Rtrend COVID
Oregon,OR,0,2024-11-23,2024-11-23,CEPH-Rtrend_covid,29,47,61,78,121,29,47,61,78,121,CEPH Lab at Indiana University,2024-11-20,Rtrend COVID
Oregon,OR,1,2024-11-23,2024-11-30,CEPH-Rtrend_covid,21,43,63,92,171,21,43,63,92,171,CEPH Lab at Indiana University,2024-11-20,Rtrend COVID
Oregon,OR,2,2024-11-23,2024-12-07,CEPH-Rtrend_covid,16,40,65,105,233,16,40,65,105,233,CEPH Lab at Indiana University,2024-11-20,Rtrend COVID
Rhode Island,RI,0,2024-11-23,2024-11-23,CEPH-Rtrend_covid,14,22,29,37,58,14,22,29,37,58,CEPH Lab at Indiana University,2024-11-20,Rtrend COVID
Rhode Island,RI,1,2024-11-23,2024-11-30,CEPH-Rtrend_covid,11,23,33,47,89,11,23,33,47,89,CEPH Lab at Indiana University,2024-11-20,Rtrend COVID
Rhode Island,RI,2,2024-11-23,2024-12-07,CEPH-Rtrend_covid,9,23,37,59,129,9,23,37,59,129,CEPH Lab at Indiana University,2024-11-20,Rtrend COVID
South Carolina,SC,0,2024-11-23,2024-11-23,CEPH-Rtrend_covid,39,61,78,99,149,39,61,78,99,149,CEPH Lab at Indiana University,2024-11-20,Rtrend COVID
South Carolina,SC,1,2024-11-23,2024-11-30,CEPH-Rtrend_covid,29,57,80,113,200,29,57,80,113,200,CEPH Lab at Indiana University,2024-11-20,Rtrend COVID
South Carolina,SC,2,2024-11-23,2024-12-07,CEPH-Rtrend_covid,22,52,82,125,258,22,52,82,125,258,CEPH Lab at Indiana University,2024-11-20,Rtrend COVID
South Dakota,SD,0,2024-11-23,2024-11-23,CEPH-Rtrend_covid,20,27,32,38,51,20,27,32,38,51,CEPH Lab at Indiana University,2024-11-20,Rtrend COVID
South Dakota,SD,1,2024-11-23,2024-11-30,CEPH-Rtrend_covid,19,30,39,49,73,19,30,39,49,73,CEPH Lab at Indiana University,2024-11-20,Rtrend COVID
South Dakota,SD,2,2024-11-23,2024-12-07,CEPH-Rtrend_covid,19,33,44,59,96,19,33,44,59,96,CEPH Lab at Indiana University,2024-11-20,Rtrend COVID
Tennessee,TN,0,2024-11-23,2024-11-23,CEPH-Rtrend_covid,56,89,114,144,218,56,89,114,144,218,CEPH Lab at Indiana University,2024-11-20,Rtrend COVID
Tennessee,TN,1,2024-11-23,2024-11-30,CEPH-Rtrend_covid,42,83,117,164,293,42,83,117,164,293,CEPH Lab at Indiana University,2024-11-20,Rtrend COVID
Tennessee,TN,2,2024-11-23,2024-12-07,CEPH-Rtrend_covid,32,75,119,181,367,32,75,119,181,367,CEPH Lab at Indiana University,2024-11-20,Rtrend COVID
Vermont,VT,0,2024-11-23,2024-11-23,CEPH-Rtrend_covid,6,11,16,22,41,6,11,16,22,41,CEPH Lab at Indiana University,2024-11-20,Rtrend COVID
Vermont,VT,1,2024-11-23,2024-11-30,CEPH-Rtrend_covid,3,10,16,26,58,3,10,16,26,58,CEPH Lab at Indiana University,2024-11-20,Rtrend COVID
Vermont,VT,2,2024-11-23,2024-12-07,CEPH-Rtrend_covid,2,8,15,29,75,2,8,15,29,75,CEPH Lab at Indiana University,2024-11-20,Rtrend COVID
West Virginia,WV,0,2024-11-23,2024-11-23,CEPH-Rtrend_covid,47,60,69,79,99,47,60,69,79,99,CEPH Lab at Indiana University,2024-11-20,Rtrend COVID
West Virginia,WV,1,2024-11-23,2024-11-30,CEPH-Rtrend_covid,44,63,77,93,128,44,63,77,93,128,CEPH Lab at Indiana University,2024-11-20,Rtrend COVID
West Virginia,WV,2,2024-11-23,2024-12-07,CEPH-Rtrend_covid,41,65,83,106,159,41,65,83,106,159,CEPH Lab at Indiana University,2024-11-20,Rtrend COVID
Alabama,AL,0,2024-11-23,2024-11-23,CMU-TimeSeries,27.323751904910612,158.02565568181433,204.9735718759406,277.69794967378635,476.2533355582228,27,158,205,278,476,Carnegie Mellon Delphi Group,2024-11-20,AR ensemble with auxiliary data
Alabama,AL,1,2024-11-23,2024-11-30,CMU-TimeSeries,33.708415542556224,170.95428124331033,222.04381495107242,336.4619103374957,561.576249845752,34,171,222,336,562,Carnegie Mellon Delphi Group,2024-11-20,AR ensemble with auxiliary data
Alabama,AL,2,2024-11-23,2024-12-07,CMU-TimeSeries,18.652322989454085,177.11403724199545,263.39949572750936,380.1119988853759,658.7777900983771,19,177,263,380,659,Carnegie Mellon Delphi Group,2024-11-20,AR ensemble with auxiliary data
Connecticut,CT,0,2024-11-23,2024-11-23,CMU-TimeSeries,29.167366279902616,119.70434301661629,215.9190843172954,275.95768827775913,443.25764011704064,29,120,216,276,443,Carnegie Mellon Delphi Group,2024-11-20,AR ensemble with auxiliary data
Connecticut,CT,1,2024-11-23,2024-11-30,CMU-TimeSeries,29.167366279902616,123.31474989029732,221.86519305753723,280.3357287231409,473.69947311554705,29,123,222,280,474,Carnegie Mellon Delphi Group,2024-11-20,AR ensemble with auxiliary data
Connecticut,CT,2,2024-11-23,2024-12-07,CMU-TimeSeries,29.167366279902616,143.7082996391589,237.44558745675508,322.88912704276885,556.5970278245289,29,144,237,323,557,Carnegie Mellon Delphi Group,2024-11-20,AR ensemble with auxiliary data
Hawaii,HI,0,2024-11-23,2024-11-23,CMU-TimeSeries,2.6261060955349063,44.50732976945483,64.25976189966201,81.6373165419783,118.41515429724784,3,45,64,82,118,Carnegie Mellon Delphi Group,2024-11-20,AR ensemble with auxiliary data
Hawaii,HI,1,2024-11-23,2024-11-30,CMU-TimeSeries,3.9052752025410467,45.79547634201503,65.2958790142152,85.53190201341508,130.96801045374173,4,46,65,86,131,Carnegie Mellon Delphi Group,2024-11-20,AR ensemble with auxiliary data
Hawaii,HI,2,2024-11-23,2024-12-07,CMU-TimeSeries,5.198052491536616,47.14318233982519,66.4870844427366,89.25729106877867,138.32984663057044,5,47,66,89,138,Carnegie Mellon Delphi Group,2024-11-20,AR ensemble with auxiliary data
Idaho,ID,0,2024-11-23,2024-11-23,CMU-TimeSeries,9.131371146055848,58.6992164662358,80.74470793291408,115.08540142945797,167.77081562666723,9,59,81,115,168,Carnegie Mellon Delphi Group,2024-11-20,AR ensemble with auxiliary data
Idaho,ID,1,2024-11-23,2024-11-30,CMU-TimeSeries,4.6033974819261125,61.15938828616891,92.83926776546586,120.00897418362496,173.71784505781298,5,61,93,120,174,Carnegie Mellon Delphi Group,2024-11-20,AR ensemble with auxiliary data
Idaho,ID,2,2024-11-23,2024-12-07,CMU-TimeSeries,4.6033974819261125,62.44515722144847,106.87982122995892,124.30309174636977,183.2205321593764,5,62,107,124,183,Carnegie Mellon Delphi Group,2024-11-20,AR ensemble with auxiliary data
North Dakota,ND,0,2024-11-23,2024-11-23,CMU-TimeSeries,2.8250657426944086,25.285434537254552,42.87266047867048,56.100934171293716,80.1019811183111,3,25,43,56,80,Carnegie Mellon Delphi Group,2024-11-20,AR ensemble with auxiliary data
North Dakota,ND,1,2024-11-23,2024-11-30,CMU-TimeSeries,2.8250657426944086,30.358838538715535,49.776345007013106,61.74247977980395,84.83779316920051,3,30,50,62,85,Carnegie Mellon Delphi Group,2024-11-20,AR ensemble with auxiliary data
North Dakota,ND,2,2024-11-23,2024-12-07,CMU-TimeSeries,2.8250657426944086,30.462774531943946,52.01305762763734,63.120972496586525,91.16306140066588,3,30,52,63,91,Carnegie Mellon Delphi Group,2024-11-20,AR ensemble with auxiliary data
New Mexico,NM,0,2024-11-23,2024-11-23,CMU-TimeSeries,13.25883068795667,110.79408080075255,164.1469295149564,203.8728586632144,268.4529650810317,13,111,164,204,268,Carnegie Mellon Delphi Group,2024-11-20,AR ensemble with auxiliary data
New Mexico,NM,1,2024-11-23,2024-11-30,CMU-TimeSeries,13.25883068795667,111.31162267543617,166.24736538410943,206.48056010576346,270.94728844042027,13,111,166,206,271,Carnegie Mellon Delphi Group,2024-11-20,AR ensemble with auxiliary data
New Mexico,NM,2,2024-11-23,2024-12-07,CMU-TimeSeries,18.738450967118442,112.4341088491485,159.14057532165543,205.97494126565633,280.5868812582821,19,112,159,206,281,Carnegie Mellon Delphi Group,2024-11-20,AR ensemble with auxiliary data
Oregon,OR,0,2024-11-23,2024-11-23,CMU-TimeSeries,28.376587772344323,121.22697135266614,158.63040538010736,213.48970604056703,367.7421957233085,28,121,159,213,368,Carnegie Mellon Delphi Group,2024-11-20,AR ensemble with auxiliary data
Oregon,OR,1,2024-11-23,2024-11-30,CMU-TimeSeries,33.048317535179784,124.77183184972844,164.5522449140108,246.77834363386705,416.0247217260585,33,125,165,247,416,Carnegie Mellon Delphi Group,2024-11-20,AR ensemble with auxiliary data
Oregon,OR,2,2024-11-23,2024-12-07,CMU-TimeSeries,30.97443059999109,125.48688595518792,175.17564906295277,258.0451580068684,427.8462210861757,31,125,175,258,428,Carnegie Mellon Delphi Group,2024-11-20,AR ensemble with auxiliary data
Rhode Island,RI,0,2024-11-23,2024-11-23,CMU-TimeSeries,3.5099714799511035,29.5931573034307,43.51006717215501,61.03091834107528,102.17771754270798,4,30,44,61,102,Carnegie Mellon Delphi Group,2024-11-20,AR ensemble with auxiliary data
Rhode Island,RI,1,2024-11-23,2024-11-30,CMU-TimeSeries,3.3987187934347425,30.189677474139096,46.65318176940272,65.16138218536457,110.64383605742815,3,30,47,65,111,Carnegie Mellon Delphi Group,2024-11-20,AR ensemble with auxiliary data
Rhode Island,RI,2,2024-11-23,2024-12-07,CMU-TimeSeries,3.3987187934347425,35.234952058355546,57.41324410964408,77.28356762237897,116.3216985268204,3,35,57,77,116,Carnegie Mellon Delphi Group,2024-11-20,AR ensemble with auxiliary data
South Carolina,SC,0,2024-11-23,2024-11-23,CMU-TimeSeries,25.681857021280464,143.22846204252596,188.31326155834722,224.71240880334796,401.50134573680833,26,143,188,225,402,Carnegie Mellon Delphi Group,2024-11-20,AR ensemble with auxiliary data
South Carolina,SC,1,2024-11-23,2024-11-30,CMU-TimeSeries,27.171952949122737,145.34669729534795,200.61953643914737,266.25165462741415,516.7155402384385,27,145,201,266,517,Carnegie Mellon Delphi Group,2024-11-20,AR ensemble with auxiliary data
South Carolina,SC,2,2024-11-23,2024-12-07,CMU-TimeSeries,32.62202983588825,148.63200938346407,210.2212821658743,316.01240420716124,652.8943696337107,33,149,210,316,653,Carnegie Mellon Delphi Group,2024-11-20,AR ensemble with auxiliary data
South Dakota,SD,0,2024-11-23,2024-11-23,CMU-TimeSeries,11.078839431014357,54.63442770988399,63.91787725055169,79.27228897581162,110.46358587102463,11,55,64,79,110,Carnegie Mellon Delphi Group,2024-11-20,AR ensemble with auxiliary data
South Dakota,SD,1,2024-11-23,2024-11-30,CMU-TimeSeries,9.34116774743778,57.322742687930244,67.68558477967139,84.28312924611629,121.50431699816599,9,57,68,84,122,Carnegie Mellon Delphi Group,2024-11-20,AR ensemble with auxiliary data
South Dakota,SD,2,2024-11-23,2024-12-07,CMU-TimeSeries,5.5667760871703065,53.35914386369676,71.54778446185482,89.14497736364231,127.7850751954634,6,53,72,89,128,Carnegie Mellon Delphi Group,2024-11-20,AR ensemble with auxiliary data
Tennessee,TN,0,2024-11-23,2024-11-23,CMU-TimeSeries,19.55825235286025,211.2708150177931,290.0305579075376,358.743175005117,593.1876973920904,20,211,290,359,593,Carnegie Mellon Delphi Group,2024-11-20,AR ensemble with auxiliary data
Tennessee,TN,1,2024-11-23,2024-11-30,CMU-TimeSeries,45.737098028096824,252.62898960828753,314.9636040686573,430.9055657321447,706.8945599845655,46,253,315,431,707,Carnegie Mellon Delphi Group,2024-11-20,AR ensemble with auxiliary data
Tennessee,TN,2,2024-11-23,2024-12-07,CMU-TimeSeries,33.88845396990269,263.00304424380374,356.8831388450961,484.8804295889531,798.3390719230493,34,263,357,485,798,Carnegie Mellon Delphi Group,2024-11-20,AR ensemble with auxiliary data
Vermont,VT,0,2024-11-23,2024-11-23,CMU-TimeSeries,4.5847604238912805,24.580527230620923,39.743769285524756,50.93409173684438,70.76611347760416,5,25,40,51,71,Carnegie Mellon Delphi Group,2024-11-20,AR ensemble with auxiliary data
Vermont,VT,1,2024-11-23,2024-11-30,CMU-TimeSeries,5.377564158826749,29.321034504128626,42.46499067736578,54.85103289286075,73.15222590418267,5,29,42,55,73,Carnegie Mellon Delphi Group,2024-11-20,AR ensemble with auxiliary data
Vermont,VT,2,2024-11-23,2024-12-07,CMU-TimeSeries,5.50230582706316,29.661925905083333,43.2170999905192,56.15733233434857,75.06736588959089,6,30,43,56,75,Carnegie Mellon Delphi Group,2024-11-20,AR ensemble with auxiliary data
West Virginia,WV,0,2024-11-23,2024-11-23,CMU-TimeSeries,7.197001227082453,92.20693832953725,126.66558343814599,165.3862662682861,250.17362958524558,7,92,127,165,250,Carnegie Mellon Delphi Group,2024-11-20,AR ensemble with auxiliary data
West Virginia,WV,1,2024-11-23,2024-11-30,CMU-TimeSeries,3.778549745507006,97.73369834775414,143.83312901986096,193.16358013655199,275.26074397244076,4,98,144,193,275,Carnegie Mellon Delphi Group,2024-11-20,AR ensemble with auxiliary data
West Virginia,WV,2,2024-11-23,2024-12-07,CMU-TimeSeries,6.596007894555321,103.67847639983717,164.69183101861287,216.7946640479746,303.3389982946797,7,104,165,217,303,Carnegie Mellon Delphi Group,2024-11-20,AR ensemble with auxiliary data
Alabama,AL,0,2024-11-23,2024-11-23,CovidHub-baseline,50.55,64.5,80,95.5,109.45,51,64,80,96,109,CovidHub-hub-models,2024-11-20,CovidHub baseline model
Connecticut,CT,0,2024-11-23,2024-11-23,CovidHub-baseline,57.55,62.5,68,73.5,78.45000000000002,58,62,68,74,78,CovidHub-hub-models,2024-11-20,CovidHub baseline model
Hawaii,HI,0,2024-11-23,2024-11-23,CovidHub-baseline,18.1,19,20,21,21.900000000000002,18,19,20,21,22,CovidHub-hub-models,2024-11-20,CovidHub baseline model
Idaho,ID,0,2024-11-23,2024-11-23,CovidHub-baseline,11.55,16.5,22,27.5,32.45,12,16,22,28,32,CovidHub-hub-models,2024-11-20,CovidHub baseline model
New Mexico,NM,0,2024-11-23,2024-11-23,CovidHub-baseline,57.8,65,73,81,88.2,58,65,73,81,88,CovidHub-hub-models,2024-11-20,CovidHub baseline model
North Dakota,ND,0,2024-11-23,2024-11-23,CovidHub-baseline,8.15,9.5,11,12.5,13.850000000000001,8,10,11,12,14,CovidHub-hub-models,2024-11-20,CovidHub baseline model
Oregon,OR,0,2024-11-23,2024-11-23,CovidHub-baseline,64.19999999999999,66,68,70,71.80000000000001,64,66,68,70,72,CovidHub-hub-models,2024-11-20,CovidHub baseline model
Rhode Island,RI,0,2024-11-23,2024-11-23,CovidHub-baseline,12.4,16,20,24,27.599999999999998,12,16,20,24,28,CovidHub-hub-models,2024-11-20,CovidHub baseline model
South Carolina,SC,0,2024-11-23,2024-11-23,CovidHub-baseline,63.300000000000004,66,69,72,74.69999999999999,63,66,69,72,75,CovidHub-hub-models,2024-11-20,CovidHub baseline model
South Dakota,SD,0,2024-11-23,2024-11-23,CovidHub-baseline,30.249999999999996,32.5,35,37.5,39.75,30,32,35,38,40,CovidHub-hub-models,2024-11-20,CovidHub baseline model
Tennessee,TN,0,2024-11-23,2024-11-23,CovidHub-baseline,114.75,130.5,148,165.5,181.25000000000003,115,130,148,166,181,CovidHub-hub-models,2024-11-20,CovidHub baseline model
Vermont,VT,0,2024-11-23,2024-11-23,CovidHub-baseline,0,4.000000000000001,9,13.999999999999998,18.5,0,4,9,14,18,CovidHub-hub-models,2024-11-20,CovidHub baseline model
West Virginia,WV,0,2024-11-23,2024-11-23,CovidHub-baseline,58.05,58.5,59,59.5,59.949999999999996,58,58,59,60,60,CovidHub-hub-models,2024-11-20,CovidHub baseline model
Alabama,AL,1,2024-11-23,2024-11-30,CovidHub-baseline,31.89644696446964,61.91038910389103,80,98.2309723097231,128.22073420734205,32,62,80,98,128,CovidHub-hub-models,2024-11-20,CovidHub baseline model
Connecticut,CT,1,2024-11-23,2024-11-30,CovidHub-baseline,50.90658806588067,61.60437104371045,68,74.43775937759379,85.0249912499125,51,62,68,74,85,CovidHub-hub-models,2024-11-20,CovidHub baseline model
Hawaii,HI,1,2024-11-23,2024-11-30,CovidHub-baseline,16.876723767237674,18.816458164581647,20,21.167941679416796,23.09943299432995,17,19,20,21,23,CovidHub-hub-models,2024-11-20,CovidHub baseline model
Idaho,ID,1,2024-11-23,2024-11-30,CovidHub-baseline,4.973584235842359,15.619441194411946,22,28.566460664606648,39.16394463944639,5,16,22,29,39,CovidHub-hub-models,2024-11-20,CovidHub baseline model
New Mexico,NM,1,2024-11-23,2024-11-30,CovidHub-baseline,48.12887128871288,63.65126651266512,73,82.38553385533854,97.89007290072897,48,64,73,82,98,CovidHub-hub-models,2024-11-20,CovidHub baseline model
North Dakota,ND,1,2024-11-23,2024-11-30,CovidHub-baseline,6.353552035520355,9.2440074400744,11,12.758767587675877,15.670157201572014,6,9,11,13,16,CovidHub-hub-models,2024-11-20,CovidHub baseline model
Oregon,OR,1,2024-11-23,2024-11-30,CovidHub-baseline,61.79332593325933,65.65351653516537,68,70.3488834888349,74.1939599395994,62,66,68,70,74,CovidHub-hub-models,2024-11-20,CovidHub baseline model
Rhode Island,RI,1,2024-11-23,2024-11-30,CovidHub-baseline,7.602264022640225,15.308033080330802,20,24.68216682166821,32.42540825408254,8,15,20,25,32,CovidHub-hub-models,2024-11-20,CovidHub baseline model
South Carolina,SC,1,2024-11-23,2024-11-30,CovidHub-baseline,59.69461494614946,65.50916509165091,69,72.51495514955148,78.33659136591365,60,66,69,73,78,CovidHub-hub-models,2024-11-20,CovidHub baseline model
South Dakota,SD,1,2024-11-23,2024-11-30,CovidHub-baseline,27.26387763877639,32.08684586845868,35,37.9380293802938,42.7629851298513,27,32,35,38,43,CovidHub-hub-models,2024-11-20,CovidHub baseline model
Tennessee,TN,1,2024-11-23,2024-11-30,CovidHub-baseline,93.50303753037528,127.41191911919117,148,168.6622816228162,202.4466494664946,94,127,148,169,202,CovidHub-hub-models,2024-11-20,CovidHub baseline model
Vermont,VT,1,2024-11-23,2024-11-30,CovidHub-baseline,0,3.1722917229172274,9,14.851708517085173,24.485224852248507,0,3,9,15,24,CovidHub-hub-models,2024-11-20,CovidHub baseline model
West Virginia,WV,1,2024-11-23,2024-11-30,CovidHub-baseline,57.4449509495095,58.411599115991166,59,59.581710817108174,60.55575005750058,57,58,59,60,61,CovidHub-hub-models,2024-11-20,CovidHub baseline model
Alabama,AL,2,2024-11-23,2024-12-07,CovidHub-baseline,20.087173371733712,58.113471134711354,80,101.86668866688665,140.24330543305433,20,58,80,102,140,CovidHub-hub-models,2024-11-20,CovidHub baseline model
Connecticut,CT,2,2024-11-23,2024-12-07,CovidHub-baseline,46.67308023080231,60.22699226992271,68,75.73247232472325,89.20546205462055,47,60,68,76,89,CovidHub-hub-models,2024-11-20,CovidHub baseline model
Hawaii,HI,2,2024-11-23,2024-12-07,CovidHub-baseline,16.125367253672533,18.589685896858967,20,21.423714237142367,23.880799807998073,16,19,20,21,24,CovidHub-hub-models,2024-11-20,CovidHub baseline model
